experiment_id,sbi_method,proposal,activ_fun,lr_schedule,total_steps,nb_simulations,score_weight,n_flow_layers,n_bijector_layers,seed
exp_npe_ps_50000_0.0001_1000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,1000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_5000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,5000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_5000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,5000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_5000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,5000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_5000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,5000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_5000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,5000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_5000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,5000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_5000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,5000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_5000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,5000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_15000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,15000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_15000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,15000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_15000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,15000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_15000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,15000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_15000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,15000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_15000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,15000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_15000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,15000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_15000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,15000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_20000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,20000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_20000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,20000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_20000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,20000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_20000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,20000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_20000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,20000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_20000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,20000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_20000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,20000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_20000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,20000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_25000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,25000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_25000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,25000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_25000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,25000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_25000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,25000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_25000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,25000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_25000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,25000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_25000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,25000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_25000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,25000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_30000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,30000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_30000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,30000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_30000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,30000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_30000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,30000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_30000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,30000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_30000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,30000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_30000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,30000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_30000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,30000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_35000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,35000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_35000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,35000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_35000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,35000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_35000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,35000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_35000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,35000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_35000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,35000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_35000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,35000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_35000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,35000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_40000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,40000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_40000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,40000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_40000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,40000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_40000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,40000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_40000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,40000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_40000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,40000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_40000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,40000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_40000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,40000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_45000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,45000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_45000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,45000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_45000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,45000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_45000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,45000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_45000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,45000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_45000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,45000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_45000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,45000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_45000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,45000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_10000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,10000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_10000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,10000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_10000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,10000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_10000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,10000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_10000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,10000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_10000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,10000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_10000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,10000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_10000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,10000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_55000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,55000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_55000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,55000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_55000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,55000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_55000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,55000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_55000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,55000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_55000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,55000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_55000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,55000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_55000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,55000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_60000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,60000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_60000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,60000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_60000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,60000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_60000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,60000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_60000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,60000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_60000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,60000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_60000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,60000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_60000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,60000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_65000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,65000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_65000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,65000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_65000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,65000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_65000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,65000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_65000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,65000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_65000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,65000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_65000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,65000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_65000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,65000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_70000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,70000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_70000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,70000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_70000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,70000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_70000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,70000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_70000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,70000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_70000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,70000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_70000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,70000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_70000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,70000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_75000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,75000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_75000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,75000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_75000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,75000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_75000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,75000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_75000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,75000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_75000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,75000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_75000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,75000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_75000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,75000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_80000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,80000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_80000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,80000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_80000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,80000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_80000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,80000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_80000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,80000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_80000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,80000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_80000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,80000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_80000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,80000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_85000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,85000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_85000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,85000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_85000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,85000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_85000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,85000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_85000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,85000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_85000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,85000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_85000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,85000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_85000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,85000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_90000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,90000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_90000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,90000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_90000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,90000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_90000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,90000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_90000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,90000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_90000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,90000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_90000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,90000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_90000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,90000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_95000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,95000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_95000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,95000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_95000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,95000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_95000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,95000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_95000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,95000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_95000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,95000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_95000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,95000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_95000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,95000,0.0001,8,5,9
exp_npe_ps_50000_0.0001_100000_2_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,100000,0.0001,8,5,2
exp_npe_ps_50000_0.0001_100000_3_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,100000,0.0001,8,5,3
exp_npe_ps_50000_0.0001_100000_4_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,100000,0.0001,8,5,4
exp_npe_ps_50000_0.0001_100000_5_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,100000,0.0001,8,5,5
exp_npe_ps_50000_0.0001_100000_6_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,100000,0.0001,8,5,6
exp_npe_ps_50000_0.0001_100000_7_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,100000,0.0001,8,5,7
exp_npe_ps_50000_0.0001_100000_8_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,100000,0.0001,8,5,8
exp_npe_ps_50000_0.0001_100000_9_8_5_silu_exp_decay,npe,ps,silu,exp_decay,50000,100000,0.0001,8,5,9
